"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region","Treatment"
"12488",124,12.56828482,16,16,16.67309721,16.47035388,5.534895833,10.06219332,59,124,10,10,11,0.331965667,0.610927573,3.877618129,0.257261893,1.454545455,4,0.625,45.16318493,30.93293319,30.77633598,2779.999999,444.9999983,11.37223866,0.077806122,1,38.15475566,4776.25,1029,"R4+TPO","TPO"
"12555",198,15.88172848,16,16,11.73489074,16.53277847,10.41437681,15.27058126,66,198,16,14,15,0.887471136,0.923654864,15.66531025,0.580447636,1.066666667,3,0.875,9.826871635,8.519630115,5.470059817,7730,607,17.24544518,0.142118863,1,51.50328963,10807.11719,7147.585938,"R3+TPO","TPO"
"12667",233,17.22832803,18,18,12.46831043,18.0955677,10.20139647,16.531994,72,233,16,14,16,0.818185954,0.913593554,13.40505875,0.531925052,1.125,3,0.777777778,13.16875692,14.10052731,2.060008854,8532.99999,716.9999986,21.74209724,0.1898055,1,66.29641254,7108.129464,2387.290179,"R4+TPO","TPO"
"12782",161,14.32115713,15,15,9.897434626,15.3486242,8.210841694,13.45770531,62,161,14,12,14,0.82959292,0.87680206,10.13829369,0.529017237,1.071428571,4,0.8,13.75347349,8.19474332,8.036399563,4907.999991,231.0000019,14.17175964,0.108176101,1,39.87594861,9738.553571,3153.392857,"R4+TPO","TPO"
"12973",176,14.9734372,15,15,10.10616745,15.58259932,8.14272251,14.38572651,62,176,14,12,14,0.805718147,0.92319171,16.10233795,0.501223057,1.071428571,1,0.8,9.580530593,4.090115115,0.689476514,6383.000092,762.9999981,29.84658054,0.217567568,1,82.30280088,4426.555556,815.5555556,"R4+TPO","TPO"
"12976",133,13.01640317,13,13,8.268940855,13.48771897,6.664987695,12.55291145,54,133,12,12,12,0.806026771,0.930691948,15.16531444,0.527572241,1.083333333,1,0.923076923,11.22416936,3.907653438,2.763356266,5262.000006,420.9999995,38.20937524,0.220134228,1,71.6345838,2112.8125,1528.84375,"R2+TPO","TPO"
"13115",188,15.47547886,16,16,11.44352348,16.13978636,9.763215168,14.8634134,66,188,16,12,15,0.853165128,0.920917605,14.56927036,0.553213061,1.066666667,4,0.75,8.187933562,11.18148707,7.815581039,5900,940.0000031,16.97714511,0.113145847,1,41.77890512,14668.87097,9292.225806,"R3+TPO","TPO"
"13135",156,14.09702503,14,14,9.01073371,14.26315321,8.3006902,13.9324826,60,156,14,12,14,0.921200256,0.976816444,15.51552149,0.538199569,1,3,0.857142857,4.654154321,14.7075266,7.979416274,5098,756,12.79180397,0.13202934,1,52.89434254,3396.401786,1387.700893,"R2+TPO","TPO"
"13285",135,13.11390568,14,14,6.842420599,14.15656277,5.855136126,12.19569577,58,135,14,12,12,0.855711227,0.861487069,10.24177299,0.609842368,1.166666667,1,0.857142857,9.252595314,1.906557959,3.956408384,3495.999985,214.0000029,9.487432515,0.14354067,1,45.05115276,1386.778846,486.8990385,"R1+TPO","TPO"
"13310",137,13.21068859,13,13,9.493101645,13.73983515,6.161246464,12.68221354,56,137,14,10,13,0.649023543,0.923025161,13.78841394,0.498520689,1,2,0.769230769,21.73265552,2.970875693,7.239930406,5399.999998,400,15.26113746,0.136558481,1,53.93878088,3050.875,2097.59375,"R2+TPO","TPO"
"13537",196,15.80131414,16,16,8.725081146,16.88478757,7.879621923,14.96830444,70,196,16,6,15,0.903100131,0.886496461,9.798514703,0.708408396,1.066666667,1,0.375,9.000079434,7.115516637,1.154454544,4018,728,1.695428884,0.16395664,1,54.597006,6470.75,1078.75,"R4+TPO","TPO"
"13633",125,12.61886163,13,13,11.2302584,13.47262991,7.092440524,12.00807941,54,125,12,10,12,0.631547403,0.891294386,8.634330703,0.500877471,1.083333333,3,0.769230769,25.12917165,18.63509842,7.979178225,2617.999992,217,8.93707711,0.085861846,1,30.87716464,3766.413462,1661.010204,"R2+TPO","TPO"
"14083",132,12.967377,13,13,9.136837655,13.38845614,8.534593293,12.59392353,54,132,12,12,12,0.934086126,0.940655397,13.32113208,0.525698411,1.083333333,4,0.923076923,3.717841031,8.724995357,7.359040966,4656.999992,616.9999847,20.11505178,0.139869281,1,51.29451582,2176.444444,1980.222222,"R2+TPO","TPO"
"14337",250,17.84576526,19,19,11.98459748,19.08937904,9.342836923,16.85748902,76,250,18,16,17,0.779570356,0.883082104,11.07939237,0.639932097,1.117647059,1,0.842105263,12.89462685,4.327939827,2.905136826,4791.000008,494.0000014,2.314820518,0.094488189,1,33.59576759,2241,669.4553571,"R1+TPO","TPO"
"14509",137,13.21068859,13,13,8.009681459,13.76708908,7.261278238,12.68700486,54,137,12,12,12,0.906562674,0.921545926,14.850576,0.552777754,1.083333333,4,0.923076923,8.321205907,1.690723055,5.111882143,7012.999989,169.0000005,24.63870173,0.195524146,1,74.61743586,2484.098214,1770.290179,"R2+TPO","TPO"
"14552",192,15.6392451,16,16,11.80668168,16.74159703,9.08899509,14.64302386,64,192,14,14,14,0.769817917,0.874649165,13.31157262,0.476901224,1.142857143,3,0.875,11.98580919,7.834983585,1.514165086,6356.999981,1027.000003,28.46692702,0.197909863,1,66.71645846,9233.759259,1352.638889,"R4+TPO","TPO"
"14648",189,15.51658246,16,16,8.947964938,16.46101977,8.204446096,14.69754522,66,189,16,12,15,0.916906375,0.892869666,11.84247075,0.52659079,1.066666667,3,0.75,2.960152994,11.10202023,5.491905215,6984,974,23.47704388,0.167200512,1,71.20730101,6318.539063,7980.742188,"R3+TPO","TPO"
"14860",136,13.16238609,13,13,8.839618096,13.46362633,7.270094832,12.86003188,56,136,14,12,13,0.822444449,0.955168508,14.15890193,0.530338408,1,3,0.923076923,7.526079336,8.172251379,5.099841218,3990.999986,396,22.51062636,0.172,1,56.81670841,2117.035714,1535.178571,"R2+TPO","TPO"
"14862",133,13.01640317,13,13,8.315192074,13.35024802,6.911954375,12.6735631,56,133,14,12,13,0.831244103,0.949312932,14.27073227,0.522238283,1,3,0.923076923,9.391658334,13.61368709,4.60187365,3781.000029,359.0000029,15.34161024,0.172459893,1,53.86994051,2156.2375,1389.4875,"R2+TPO","TPO"
"15065",139,13.30676759,13,13,9.758687155,13.89490139,8.050639399,12.77360703,56,139,14,12,13,0.824971563,0.91930174,12.36070197,0.534637875,1,4,0.923076923,11.6073669,11.4074242,7.918990292,3969.000002,733.9999976,7.915516144,0.087009804,1,32.34192966,9024.820833,6384.716667,"R3+TPO","TPO"
"15190",228,17.04247223,17,17,15.52746693,17.43661579,12.55938269,16.65529097,70,228,16,16,16,0.808849424,0.95519057,19.99740575,0.400840741,1.0625,1,0.941176471,10.62449331,2.247358175,4.355312475,4522.000003,10516,23.01823289,0.190256748,1,70.66139022,4655.666667,712.7962963,"R4+TPO","TPO"
"15320",154,14.00636798,14,14,11.08677864,14.58205567,8.525256312,13.49571933,58,154,14,12,13,0.768957024,0.925501838,13.6278511,0.514088615,1.076923077,3,0.857142857,13.41425095,10.82617953,1.271396079,4908,550.0000002,15.6932331,0.139175258,1,48.16980501,7175.375,4737.6875,"R3+TPO","TPO"
"15346",141,13.40215783,13,13,8.78759479,13.56337845,7.146764541,13.24065262,56,141,14,12,13,0.8132788,0.976206088,15.34954706,0.525285603,1,4,0.923076923,10.13046713,7.277312414,5.087574225,4091,384,18.71474863,0.143046358,1,51.06371158,2096.714286,1037.700893,"R2+TPO","TPO"
"15371",129,12.81917354,13,13,10.52876529,13.85452668,5.724748367,11.90448041,54,129,12,10,12,0.543724569,0.859248438,10.77391,0.423575812,1.083333333,2,0.769230769,29.80849797,8.634233317,3.064775265,3566,458.0000017,26.59298007,0.135029354,1,50.15528797,4542.388889,1599.555556,"R4+TPO","TPO"
"15388",138,13.25881512,13,13,9.243656889,13.89238222,9.186404698,12.77339682,54,138,12,10,12,0.993806327,0.919453311,11.5657227,0.432361079,1.083333333,3,0.769230769,4.240724896,8.455957307,4.543934342,4811.999998,494.9999967,24.65576127,0.154155496,1,54.64035139,4932.546296,1080.305556,"R4+TPO","TPO"
"15615",182,15.2265273,15,15,10.53259336,15.7254634,9.190614858,14.74342764,62,182,14,12,14,0.872588027,0.937551235,18.3087668,0.475078882,1.071428571,1,0.8,4.597848387,2.455563036,2.755993039,10141.99996,3580.999977,38.02966943,0.245742092,1,94.55573368,6223.533654,2060.644231,"R4+TPO","TPO"
"15656",134,13.06524538,14,14,9.390121297,13.87488578,7.273457971,12.32510155,56,134,12,10,12,0.774586157,0.88830292,11.53176027,0.537518499,1.166666667,4,0.714285714,14.6147007,6.311740718,11.73373757,4637.000006,233.9999948,16.15069685,0.137483787,1,49.79370675,3913.81,3321.24,"R2+TPO","TPO"
"15761",129,12.81917354,12,12,7.328212635,13.15411404,6.366704399,12.54742545,52,129,12,12,12,0.868793622,0.953878415,14.15955691,0.517321998,1,4,1,8.927538559,5.065127188,9.056200952,5620.000005,526.9999974,20.77128588,0.175417661,1,64.93267952,3847.620536,2696.950893,"R2+TPO","TPO"
"15871",195,15.76095312,16,16,11.95722638,16.20969011,10.20372483,15.35563177,66,195,16,14,15,0.853352149,0.947311865,15.84748408,0.445817618,1.066666667,3,0.875,6.76050543,8.872900519,4.392786112,5589.999998,5972.999982,20.53099115,0.175649968,1,64.94390722,8199.9375,1321.397321,"R4+TPO","TPO"
"15947",143,13.4968739,13,13,8.225467001,13.93184129,7.698367649,13.10557194,56,143,14,12,13,0.935918611,0.940692021,13.83395092,0.481300672,1,3,0.923076923,1.582796055,9.075851347,2.392698001,6667,516.9999981,26.91421713,0.189416717,1,69.62905985,3587.211538,2264.634615,"R2+TPO","TPO"
"16073",139,13.30676759,13,13,9.811458212,13.6541083,7.872728618,12.9414036,56,139,14,12,13,0.802401483,0.947802911,15.32502731,0.541205062,1,1,0.923076923,12.08270158,2.32128917,2.905171784,5785,223,26.47252864,0.169069463,1,56.76543838,4215.401786,2459.303571,"R2+TPO","TPO"
"16099",133,13.01640317,13,13,8.639760963,13.31280169,7.143404433,12.74188844,56,133,14,12,13,0.826805795,0.95711547,13.60812829,0.518719278,1,1,0.923076923,10.33309578,6.516114029,4.59850666,4971.999985,322.9999964,29.31065922,0.161929941,1,59.28081042,2321.879808,2426.091346,"R2+TPO","TPO"
"16121",181,15.18463857,15,15,11.49823876,15.31416774,9.186273285,15.03610417,64,181,16,14,15,0.798928729,0.981842724,17.81236196,0.507659401,1,1,0.933333333,11.16130816,3.191481088,1.367021769,6274.000108,660.9999931,24.52231715,0.194444444,1,70.26949349,6338.625,1483.111111,"R4+TPO","TPO"
"16240",146,13.63771466,14,14,10.52628248,14.36579708,9.034390705,12.96175376,58,146,14,12,13,0.858269833,0.902264851,12.53966987,0.396652618,1.076923077,4,0.857142857,12.9922535,2.897670453,5.011830445,3692,594.0000005,10.60877707,0.092728486,1,37.97246252,4651.712963,706.4953704,"R4+TPO","TPO"
"16329",127,12.71941192,13,13,7.961748913,13.10511115,7.302607815,12.31441191,54,127,12,10,12,0.917211519,0.93966482,15.13325052,0.533422189,1.083333333,1,0.769230769,2.892400821,6.289421752,4.96467879,4818,118,21.54249568,0.139563107,1,55.48026467,3795.24,1605.865,"R2+TPO","TPO"
"16531",152,13.91512031,14,14,9.238448932,14.27597263,8.12235657,13.57953126,58,152,14,12,13,0.879190504,0.951215838,14.98349435,0.502819866,1.076923077,1,0.857142857,7.703129653,6.430253476,2.042865515,6255,1845,26.38092176,0.197360528,1,69.47509686,4234.53125,2081.375,"R2+TPO","TPO"
"16603",158,14.18710278,15,15,11.47102197,15.26247415,9.959197499,13.21971166,60,158,14,10,13,0.868204901,0.866157841,11.81570579,0.604053851,1.153846154,1,0.666666667,9.537959911,2.05764558,1.156819257,4888.999997,698.0000024,7.217112954,0.085427136,1,30.84796362,6564.383929,12151.35714,"R3+TPO","TPO"
"16667",175,14.93083843,14,14,12.714858,15.10074009,10.72246689,14.82334314,60,175,14,12,14,0.843302135,0.981630241,16.93569471,0.457888217,1,4,0.857142857,4.55901291,7.780903174,6.632993643,5970.00001,422.9999993,13.48106545,0.134603565,1,49.75853663,4462.708333,11457.5,"R3+TPO","TPO"
"16699",160,14.2766122,14,14,9.711127265,14.75593507,8.986355418,13.8310974,58,160,14,12,13,0.925366868,0.937324361,16.68806404,0.47481027,1.076923077,3,0.857142857,3.939387964,9.522172468,6.127393615,7393.000019,217.9999959,25.76074131,0.161053276,1,60.65988397,4496.1,2267.725,"R2+TPO","TPO"
"16716",125,12.61886163,12,12,8.746681945,12.91944271,7.16206355,12.32012467,52,125,12,12,12,0.818832055,0.953611154,15.34721373,0.516747916,1,4,1,9.484903198,10.47606711,7.277610671,4033.999996,423.0000007,15.63965313,0.14112659,1,48.12909307,2086.8125,1594.3125,"R2+TPO","TPO"
"16786",133,13.01640317,13,13,10.8242987,13.19961188,6.640896615,12.8866519,56,133,12,10,13,0.613517494,0.976290214,13.26916459,0.495972325,1,4,0.769230769,16.57252275,7.039900686,11.97351398,3157.999989,597.0000031,12.76611352,0.118936877,1,37.621949,2792.305556,1818.527778,"R2+TPO","TPO"
"16835",152,13.91512031,15,15,11.37258213,15.60406722,9.510071784,13.60795801,64,152,10,6,14,0.836228015,0.872077633,5.612566299,0.628000832,1.071428571,4,0.4,9.857694756,20.78003693,14.53263171,3981,563.999999,5.187925759,0.095451634,1,34.93160549,3011.709091,2335.348214,"R2+TPO","TPO"
"16864",168,14.62917424,14,14,10.66947188,14.76039112,9.713141818,14.50050484,60,168,14,14,14,0.910367629,0.982392995,18.36819331,0.467184892,1,1,1,4.002638835,3.387098227,1.556629193,6890.999982,2685.000008,21.13193401,0.164794007,1,59.87911457,6774.321429,4663.785714,"R3+TPO","TPO"
"16869",253,17.95252054,18,18,14.7270411,18.35791107,12.59532424,17.61320764,76,253,18,16,17,0.855251517,0.959434196,15.94749997,0.512321092,1.058823529,4,0.888888889,6.242419732,8.49974521,7.81083353,8337.999959,987.0000093,12.9087291,0.134060295,1,49.37815151,14633.71429,3277.285714,"R4+TPO","TPO"
"17101",130,12.86876434,13,13,8.562805387,12.94919361,8.439325101,12.84059001,56,130,14,12,13,0.985579459,0.991613099,12.24289242,0.559293315,1,3,0.923076923,3.532631404,9.844069163,5.942870297,3136,207,10.38083892,0.087628866,1,36.11925432,2106.722222,1728.574074,"R2+TPO","TPO"
"17195",159,14.23192786,14,14,10.73952585,14.43476707,9.122443601,14.02565308,60,159,14,12,14,0.849427035,0.971657736,16.14060529,0.477216038,1,3,0.857142857,8.72288367,10.9486604,5.18157334,5080.00006,530.0000298,17.79486818,0.14002642,1,51.39615099,4726.589286,1002.821429,"R4+TPO","TPO"
"17252",153,13.96081869,14,14,11.96970404,15.25418005,9.349536864,12.80506685,58,153,14,12,13,0.781100087,0.839446421,10.41689185,0.451356495,1.076923077,4,0.857142857,18.72675417,9.594598776,7.269175005,5180.000002,359,14.92434099,0.105501618,1,38.83808182,4310.428571,1149.428571,"R4+TPO","TPO"
"17291",137,13.21068859,13,13,9.03991508,13.58982588,7.751181616,12.82947972,56,137,14,12,13,0.857439649,0.944050339,14.39091645,0.540608043,1,3,0.923076923,7.366335015,12.44916229,1.965980697,4502.999947,436,26.72796839,0.162283515,1,57.88482983,3431.711538,2156.365385,"R2+TPO","TPO"
"17327",136,13.16238609,13,13,8.534486412,13.20427738,7.147572954,13.1142834,56,136,14,12,13,0.837493038,0.993184483,14.98651545,0.502078061,1,1,0.923076923,6.586203506,6.922829391,2.22856648,4595,740,18.91778848,0.14145744,1,53.00937142,1505.1375,1056.1375,"R2+TPO","TPO"
"17540",125,12.61886163,18,18,18.53705138,18.80478996,2.443905207,9.19363097,61,125,8,4,10,0.13183894,0.48889836,2.722034705,0.149298648,1.8,4,0.222222222,85.62511714,8.288703158,60.54643263,7478.999996,1157.000004,96.48353033,0.236345074,1,143.3999913,5429.911765,17406.21324,"R3+TPO","TPO"
"17651",127,12.71941192,13,13,9.57292865,13.29927664,7.183202902,12.13793134,54,127,12,10,12,0.750366284,0.912676055,13.43378386,0.589750411,1.083333333,4,0.769230769,15.11854435,6.575558282,6.46969649,3883.000003,417.9999995,10.99025787,0.12195122,1,40.47190477,2485.235577,2183.605769,"R2+TPO","TPO"
"17689",195,15.76095312,17,17,12.65648213,16.63223231,8.970217237,15.57514538,71,195,14,12,16,0.708744906,0.936443473,7.423086518,0.572776788,1.0625,3,0.705882353,17.35890103,21.96828248,11.74223375,4773.999984,761.9999979,6.994765405,0.12198304,1,38.32192575,4429.433594,1770.609375,"R2+TPO","TPO"
"17713",210,16.35591402,17,17,11.1186616,16.67570733,10.5571764,16.05207132,70,210,16,14,16,0.949500649,0.962602125,17.51214661,0.527128569,1.0625,1,0.823529412,0.555042972,3.539260841,3.465303189,8083.999902,935.0000067,26.03516063,0.207843137,1,83.80589007,6131.25,1389.5625,"R4+TPO","TPO"
"17880",151,13.86927135,14,14,9.295558353,14.42639305,8.774667682,13.37092041,58,151,14,10,13,0.943963488,0.926837385,13.31546805,0.538780359,1.076923077,4,0.714285714,5.24360162,12.44799033,9.663113185,4376,605.9999881,12.27553967,0.13648294,1,47.33422664,7167.612903,3157.46371,"R4+TPO","TPO"
"17881",333,20.59620891,21,21,16.86390263,21.13407345,14.70149997,20.09066651,86,333,20,20,20,0.871773295,0.950629161,20.0451077,0.514095643,1.05,4,0.952380952,5.272592458,2.909724602,6.842259425,10952.00005,4615.999961,18.22596213,0.179487179,1,68.33653019,5680.9375,1091.78125,"R4+TPO","TPO"
"17898",141,13.40215783,13,13,8.69019828,13.40688931,7.539331405,13.39668066,56,141,14,12,13,0.867567248,0.999238552,15.33155859,0.540680744,1,1,0.923076923,5.069317842,6.949214557,4.891300905,6028.999998,370.0000002,27.07203195,0.135135135,1,54.13687344,8456.805556,6255.916667,"R3+TPO","TPO"
"18011",185,15.35150774,15,15,11.14381623,15.81613486,10.52401259,15.00087563,64,185,14,14,15,0.944381383,0.948453953,13.04027313,0.444289671,1,3,0.933333333,2.554670897,17.83394924,10.56678864,5380.000001,1635.999997,22.8877863,0.172086721,1,57.96525596,6772.175,1243.1,"R4+TPO","TPO"
"18441",131,12.91816476,13,13,9.680198549,13.51397802,7.527666899,12.32705007,54,131,12,12,12,0.777635589,0.912170351,14.19622985,0.594559924,1.083333333,1,0.923076923,13.37859685,0.905034021,2.792587643,2845.000003,200.9999986,6.843218655,0.089514066,1,31.32800247,3206.725,2009.575,"R2+TPO","TPO"
"18477",175,14.93083843,15,15,11.68997565,15.2183657,9.789688139,14.64148895,62,175,14,14,14,0.837442988,0.962093383,17.74500489,0.522392557,1.071428571,4,0.933333333,8.049340966,2.870292987,5.774197921,6556.999996,838.999979,20.32718943,0.126557377,1,46.74775594,6653.134615,3539.980769,"R3+TPO","TPO"
"18479",306,19.74357914,20,20,16.78238939,20.2732064,14.1686324,19.23377075,82,306,20,18,19,0.844255968,0.948728601,20.73281162,0.514165572,1.052631579,1,0.9,8.917522875,7.375157651,2.016633258,10993,6642,32.67462299,0.239159001,1,86.98441496,9630.53125,2345.171875,"R4+TPO","TPO"
"18966",178,15.05827322,15,15,10.67546216,15.23528288,10.02186974,14.85516593,64,178,16,14,15,0.938776195,0.97505022,18.36109173,0.500529765,1,4,0.933333333,3.377265553,2.062843112,7.265920289,5675.000001,298.999999,14.43117939,0.123679304,1,43.50786576,8265.55303,4517.734848,"R3+TPO","TPO"
"19001",143,13.4968739,13,13,6.823003504,13.67653017,6.465693195,13.29791603,56,143,14,12,13,0.947631522,0.972316506,17.24205695,0.507842756,1,1,0.923076923,1.312365092,2.385882819,0.217069136,8532.000003,323.0000014,27.8768385,0.288863109,1,111.4412405,1866.4,394.51,"R1+TPO","TPO"
"19049",142,13.44959924,13,13,8.605704639,13.87857983,8.121854198,13.02374417,58,142,14,12,13,0.943775616,0.938406114,14.28782537,0.50323546,1,4,0.923076923,3.648155401,5.68141491,5.176086047,5589.999998,498,23.52308809,0.135832821,1,58.82888728,2694.955357,1509.276786,"R2+TPO","TPO"
"19068",137,13.21068859,13,13,8.489861814,13.44572833,7.561085646,12.98468821,56,137,14,12,13,0.890601733,0.965711034,14.12984063,0.520633327,1,4,0.923076923,2.286308016,2.964710127,6.786593034,4997.000007,128.9999995,19.29892239,0.144615385,1,55.18049373,2491.138889,1638.722222,"R2+TPO","TPO"
"19145",136,13.16238609,13,13,7.619880836,13.20427738,6.146613242,13.1142834,56,136,14,12,13,0.806654772,0.993184483,14.98651545,0.545707039,1,3,0.923076923,10.83020166,10.69347392,4.598570535,4681.000015,371.9999962,12.56366148,0.148348348,1,56.38574931,1669.875,1612.75,"R2+TPO","TPO"
"19228",154,14.00636798,15,15,10.79450447,14.77466738,8.961759439,13.33584675,60,154,14,12,13,0.830214992,0.902615701,12.23198012,0.512464862,1.153846154,3,0.8,9.707260494,14.1160948,3.676519213,4618.000034,434.9999909,16.48765702,0.109296482,1,38.41369647,11309.95982,4032.955357,"R4+TPO","TPO"
"19252",129,12.81917354,13,13,8.992139567,13.20200023,7.817810206,12.46151301,56,129,14,12,13,0.869404901,0.943910982,13.10500038,0.565655366,1,3,0.923076923,7.484080074,8.720851992,1.374776671,3308.999987,405.0000038,7.730849492,0.098265896,1,34.8081766,2078.362069,2984.810345,"R2+TPO","TPO"
"19468",178,15.05827322,15,15,10.77745633,15.4642607,10.07838676,14.667899,62,178,14,12,14,0.93513594,0.948503086,17.31162601,0.469710966,1.071428571,1,0.8,4.515428084,3.671543581,2.081338611,7204.999868,1125.000012,33.89859325,0.206666667,1,73.01579037,3514.066667,713.2666667,"R1+TPO","TPO"
"19785",155,14.05176961,14,14,10.69768618,14.72010425,8.525584897,13.42439686,58,155,14,12,13,0.796955973,0.911977023,14.2962018,0.524477494,1.076923077,3,0.857142857,12.27283267,10.5961517,4.324603856,4920,438,14.45444133,0.132372215,1,45.66693884,3637.401786,2857.1875,"R2+TPO","TPO"
"19864",185,15.35150774,16,16,13.22570628,15.81285283,11.64057111,14.94561349,66,185,16,12,15,0.880147408,0.945156048,14.93452036,0.481209003,1.066666667,3,0.75,6.775544608,8.058722454,1.574653159,6517,754,11.7869991,0.108241082,1,40.73913018,8984.054688,14857.66406,"R3+TPO","TPO"
"19929",179,15.1005125,15,15,10.37963433,15.6063936,9.201806902,14.61259168,62,179,14,12,14,0.886525152,0.936320847,17.33878864,0.469389272,1.071428571,3,0.8,7.815270376,8.670670116,0.24109129,8471.000004,4224.999997,33.16994393,0.263222632,1,92.14873321,13676.84091,2443.818182,"R4+TPO","TPO"
"19997",127,12.71941192,13,13,9.03578654,13.20231971,7.464981503,12.26509632,54,127,12,12,12,0.826157354,0.929010704,13.10210943,0.518988176,1.083333333,4,0.923076923,8.572567901,0.807678192,6.049471108,4494.000003,459.0000007,11.80964879,0.109181141,1,38.66991584,17545.30093,8899.226852,"R4+TPO","TPO"
"20206",140,13.35454788,13,13,7.934675249,13.60292207,6.290264488,13.11019625,58,140,14,12,13,0.792756388,0.963777943,14.61560697,0.567752055,1,3,0.923076923,9.99427959,8.11481608,1.353582119,4435.000007,291.9999993,18.46837933,0.176980198,1,57.48384156,1863.09375,1282.3125,"R2+TPO","TPO"
"20238",374,21.82734801,22,22,20.15355306,22.80902378,18.73381355,20.96712749,88,374,20,18,20,0.929553885,0.919247035,18.14177292,0.425510497,1.1,4,0.818181818,3.689995911,5.982793119,9.927846145,11429,7108.999981,19.89910646,0.159779614,1,56.12972963,10324.51014,1747.733108,"R4+TPO","TPO"
"20267",130,12.86876434,13,13,8.202730105,13.50219954,6.399719589,12.26225089,54,130,12,10,12,0.780193851,0.908166914,12.96629717,0.536924163,1.083333333,1,0.769230769,13.14403881,6.563175983,1.633955144,4112.000008,284,15.36751846,0.138632163,1,50.68430017,2032.35,1227.475,"R2+TPO","TPO"
"20288",158,14.18710278,15,15,10.49290288,15.39139369,8.43722059,13.0998795,60,158,14,10,13,0.804088315,0.851117174,10.84985071,0.563790337,1.153846154,4,0.666666667,13.41254053,7.357731965,7.705872947,4916,200.999999,7.535976007,0.096969697,1,35.7926949,8880.657407,4026.935185,"R4+TPO","TPO"
"20521",159,14.23192786,14,14,8.742779038,14.47701232,8.544118694,13.99027982,60,159,14,12,14,0.977277209,0.96637894,15.70469067,0.547986425,1,1,0.857142857,1.378189172,4.845625617,2.635737162,6513.99999,1088.999983,19.75536028,0.177409454,1,68.4314632,3869.303571,2208.486239,"R2+TPO","TPO"
"20568",139,13.30676759,13,13,10.26445787,13.62748576,9.063172615,12.98889458,56,139,14,12,13,0.882966517,0.953139472,14.72602462,0.46913614,1,1,0.923076923,7.298215073,1.786090024,2.889914598,5388.999986,523.0000043,18.70220633,0.143973941,1,49.65868078,5731.352679,1195.120536,"R4+TPO","TPO"
"20608",197,15.84157233,17,17,12.47395014,17.27176156,8.77805545,14.54560338,66,197,14,14,14,0.703710962,0.842160965,12.15886043,0.52953507,1.214285714,2,0.823529412,20.56019057,7.885480112,4.78618953,8040,703,26.24330881,0.173213136,1,60.62292142,7709.0625,5818,"R3+TPO","TPO"
"20726",158,14.18710278,14,14,11.4205936,15.02536678,7.636873922,13.43033538,60,158,14,12,14,0.668693256,0.893844096,11.59374802,0.494999981,1,2,0.857142857,20.37213975,5.175505087,6.007241636,6212.000022,558.9999938,18.76906917,0.147562582,1,49.5561149,5447.504464,4509.089286,"R3+TPO","TPO"
"20927",128,12.76939015,13,13,7.283327529,13.16003021,6.091465692,12.39483619,56,128,14,12,13,0.836357512,0.941854691,13.09378408,0.520323398,1,3,0.923076923,7.763595006,7.656164374,3.939472552,3673.000009,259.0000024,22.68418051,0.200822481,1,57.62591883,1240.428571,1191.428571,"R2+TPO","TPO"
"20969",164,14.45396823,14,14,9.013983694,14.66742831,7.667864971,14.2572537,60,164,14,14,14,0.850663284,0.972035002,16.29472139,0.505269031,1,1,1,6.307806752,0.078660834,0.827447957,10733.99993,1693.000008,36.41247588,0.285714286,1,112.048446,6448.5,1063.173077,"R4+TPO","TPO"
"20978",142,13.44959924,14,14,10.58725041,13.8858063,8.546241023,13.05770141,58,142,14,12,13,0.807220071,0.940363211,12.88568913,0.547265951,1.076923077,1,0.857142857,10.761682,4.117985357,2.940090588,3918,558.9999998,9.539573614,0.103007038,1,34.89833905,2949.847222,4001.314815,"R2+TPO","TPO"
"21216",176,14.9734372,15,15,11.64398231,15.30238471,10.46601604,14.67869505,64,176,16,14,15,0.89883476,0.959242322,14.5577985,0.458587209,1,4,0.933333333,7.064980853,1.754503209,5.911424917,6198.999969,1282.999954,19.39726532,0.126666667,1,46.7814176,3501.896552,855.6896552,"R1+TPO","TPO"
"21317",131,12.91816476,13,13,9.169534282,13.2431754,8.06222432,12.59556497,56,131,14,12,13,0.879240327,0.951098554,13.25586329,0.511606117,1,3,0.923076923,5.279268368,12.66223224,4.57546851,2538.000001,288.9999986,8.398263594,0.081672026,1,29.78473357,2555.111111,2387.888889,"R2+TPO","TPO"
"21415",138,13.25881512,13,13,9.155882451,13.6608529,5.942705366,12.8790229,56,138,14,12,13,0.649058722,0.942768581,13.75097634,0.492050663,1,2,0.923076923,22.20918953,2.362125598,3.129575345,5048.999999,559.9999976,24.47122249,0.157957958,1,60.95603287,5311.285714,3124.857143,"R3+TPO","TPO"
"21478",136,13.16238609,13,13,8.568026999,13.60613313,7.39302525,12.73550982,58,136,14,12,12,0.862862039,0.936012436,13.53903035,0.644027234,1.083333333,4,0.923076923,10.45842806,6.664340781,7.624414109,3475.000003,303.0000012,4.684925053,0.0815822,1,33.53178446,1334.326087,919.6956522,"R2+TPO","TPO"
